symbol,company_name,sector,industry,Symbol
EMBDL.NS,Embassy Developments Limited,Real Estate,Real Estate - Diversified,EMBDL
EMCURE.NS,EMCURE PHARMACEUTICALS L,Healthcare,Drug Manufacturers - Specialty & Generic,EMCURE
EMIL.NS,Electronics Mart India Limited,Consumer Cyclical,Specialty Retail,EMIL
EMKAY.NS,Emkay Global Financial Services Limited,Financial Services,Capital Markets,EMKAY
EMMBI.NS,Emmbi Industries Limited,Consumer Cyclical,Packaging & Containers,EMMBI
EMMVEE.NS,EMMVEE PHOTOVOLTAIC PWR L,Technology,Solar,EMMVEE
EMSLIMITED.NS,EMS Limited,Industrials,Engineering & Construction,EMSLIMITED
EMUDHRA.NS,eMudhra Limited,Technology,Software - Application,EMUDHRA
ENDURANCE.NS,Endurance Technologies Limited,Consumer Cyclical,Auto Parts,ENDURANCE
ENERGYDEV.NS,Energy Development Company Limited,Utilities,Utilities - Regulated Electric,ENERGYDEV
ENGINERSIN.NS,Engineers India Limited,Industrials,Engineering & Construction,ENGINERSIN
ENIL.NS,Entertainment Network (India) Limited,Communication Services,Broadcasting,ENIL
ENRIN.NS,Siemens Energy India Limited,Utilities,Utilities - Renewable,ENRIN
ENTERO.NS,Entero Healthcare Solutions Limited,Healthcare,Medical Distribution,ENTERO
EPACK.NS,EPACK Durable Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EPACK
EPACKPEB.NS,EPACK PREFAB TECHN LTD,Industrials,Engineering & Construction,EPACKPEB
EPIGRAL.NS,Epigral Limited,Basic Materials,Chemicals,EPIGRAL
EPL.NS,EPL Limited,Consumer Cyclical,Packaging & Containers,EPL
EQUIPPP.NS,Equippp Social Impact Technologies Limited,Technology,Information Technology Services,EQUIPPP
EQUITASBNK.NS,Equitas Small Finance Bank Limited,Financial Services,Banks - Regional,EQUITASBNK
ERIS.NS,Eris Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,ERIS
ESABINDIA.NS,ESAB India Limited,Industrials,Tools & Accessories,ESABINDIA
ESAFSFB.NS,ESAF Small Finance Bank,Financial Services,Banks - Regional,ESAFSFB
ESCORTS.NS,Escorts Kubota Limited,Industrials,Farm & Heavy Construction Machinery,ESCORTS
ESSARSHPNG.NS,Essar Shipping Limited,Industrials,Marine Shipping,ESSARSHPNG
ESSENTIA.NS,Integra Essentia Limited,Consumer Defensive,Food Distribution,ESSENTIA
ESTER.NS,Ester Industries Limited,Basic Materials,Specialty Chemicals,ESTER
ETERNAL.NS,Eternal Limited,Consumer Cyclical,Internet Retail,ETERNAL
ETHOSLTD.NS,Ethos Limited,Consumer Cyclical,Luxury Goods,ETHOSLTD
EUREKAFORB.NS,Eureka Forbes Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",EUREKAFORB
EUROBOND.NS,EURO PANEL PRODUCTS LTD,Industrials,Building Products & Equipment,EUROBOND
EUROPRATIK.NS,EURO PRATIK SALES LIMITED,Basic Materials,Building Materials,EUROPRATIK
EUROTEXIND.NS,Eurotex Industries and Exports Limited,Real Estate,Real Estate - Development,EUROTEXIND
EVEREADY.NS,Eveready Industries India Limited,Industrials,Electrical Equipment & Parts,EVEREADY
EVERESTIND.NS,Everest Industries Limited,Industrials,Building Products & Equipment,EVERESTIND
EXCELINDUS.NS,Excel Industries Limited,Basic Materials,Specialty Chemicals,EXCELINDUS
EXCELSOFT.NS,EXCELSOFT TECHNOLOGIES L,Technology,Software - Application,EXCELSOFT
EXICOM.NS,Exicom Tele-Systems Limited,Industrials,Electrical Equipment & Parts,EXICOM
EXIDEIND.NS,Exide Industries Limited,Consumer Cyclical,Auto Parts,EXIDEIND
EXPLEOSOL.NS,Expleo Solutions Limited,Technology,Information Technology Services,EXPLEOSOL
EXXARO.NS,Exxaro Tiles Limited,Industrials,Building Products & Equipment,EXXARO
FABTECH.NS,FABTECH TECHNOLOGIES LTD,Healthcare,Health Information Services,FABTECH
FACT.NS,The Fertilisers and Chemicals Travancore Limited,Basic Materials,Agricultural Inputs,FACT
FAIRCHEMOR.NS,Fairchem Organics Limited,Basic Materials,Specialty Chemicals,FAIRCHEMOR
FAZE3Q.NS,Faze Three Limited,Consumer Cyclical,Textile Manufacturing,FAZE3Q
FCL.NS,Fineotex Chemical Limited,Basic Materials,Specialty Chemicals,FCL
FCONSUMER.NS,Future Consumer Limited,Consumer Defensive,Packaged Foods,FCONSUMER
FCSSOFT.NS,FCS Software Solutions Limited,Technology,Information Technology Services,FCSSOFT
FDC.NS,FDC Limited,Healthcare,Drug Manufacturers - Specialty & Generic,FDC
FEDERALBNK.NS,The Federal Bank Limited,Financial Services,Banks - Regional,FEDERALBNK
FEDFINA.NS,Fedbank Financial Services Limited,Financial Services,Credit Services,FEDFINA
FEL.NS,Future Enterprises Limited,Consumer Cyclical,Department Stores,FEL
FELDVR.NS,Future Enterprises Limited,Consumer Cyclical,Department Stores,FELDVR
FIBERWEB.NS,Fiberweb (India) Limited,Consumer Cyclical,Textile Manufacturing,FIBERWEB
FIEMIND.NS,Fiem Industries Limited,Consumer Cyclical,Auto Parts,FIEMIND
FILATEX.NS,Filatex India Limited,Consumer Cyclical,Textile Manufacturing,FILATEX
FILATFASH.NS,Filatex Fashions Limited,Consumer Cyclical,Apparel Manufacturing,FILATFASH
FINCABLES.NS,Finolex Cables Limited,Industrials,Electrical Equipment & Parts,FINCABLES
FINEORG.NS,Fine Organic Industries Limited,Basic Materials,Specialty Chemicals,FINEORG
FINKURVE.NS,Finkurve Financial Services Limited,Financial Services,Credit Services,FINKURVE
FINOPB.NS,Fino Payments Bank Limited,Financial Services,Banks - Regional,FINOPB
FINPIPE.NS,Finolex Industries Limited,Industrials,Building Products & Equipment,FINPIPE
FIRSTCRY.NS,BRAINBEES SOLUTIONS LTD,Consumer Cyclical,Internet Retail,FIRSTCRY
FISCHER.NS,Fischer Medical Ventures Limited,Healthcare,Medical Devices,FISCHER
FIVESTAR.NS,Five-Star Business Finance Limited,Financial Services,Credit Services,FIVESTAR
FLAIR.NS,FLAIR WRITING INDUST LTD,Industrials,Business Equipment & Supplies,FLAIR
FLEXITUFF.NS,Flexituff Ventures International Limited,Consumer Cyclical,Textile Manufacturing,FLEXITUFF
FLFL.NS,Future Lifestyle Fashions Limited,Consumer Cyclical,Apparel Manufacturing,FLFL
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Basic Materials,Specialty Chemicals,FLUOROCHEM
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,Consumer Cyclical,Auto Parts,FMGOETZE
FMNL.NS,Future Market Networks Limited,Real Estate,Real Estate Services,FMNL
FOCUS.NS,Focus Lighting and Fixtures Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",FOCUS
FOODSIN.NS,Foods and Inns Limited,Consumer Defensive,Packaged Foods,FOODSIN
FORCEMOT.NS,Force Motors Limited,Consumer Cyclical,Auto Manufacturers,FORCEMOT
FORTIS.NS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,FORTIS
FOSECOIND.NS,Foseco India Limited,Basic Materials,Chemicals,FOSECOIND
FRACTAL.NS,FRACTAL ANALYTICS LIMITED,Technology,Software - Infrastructure,FRACTAL
FSL.NS,Firstsource Solutions Limited,Technology,Information Technology Services,FSL
FUSION.NS,Fusion Finance Limited,Financial Services,Credit Services,FUSION
GABRIEL.NS,Gabriel India Limited,Consumer Cyclical,Auto Parts,GABRIEL
GAEL.NS,Gujarat Ambuja Exports Limited,Consumer Defensive,Packaged Foods,GAEL
GAIL.NS,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,GAIL
GALAPREC.NS,GALA PRECISION ENG LTD,Industrials,Specialty Industrial Machinery,GALAPREC
GALAXYSURF.NS,Galaxy Surfactants Limited,Basic Materials,Specialty Chemicals,GALAXYSURF
GALLANTT.NS,Gallantt Ispat Limited,Basic Materials,Steel,GALLANTT
GANDHAR.NS,Gandhar Oil Refinery (India) Limited,Energy,Oil & Gas Refining & Marketing,GANDHAR
GANDHITUBE.NS,Gandhi Special Tubes Limited,Industrials,Metal Fabrication,GANDHITUBE
GANECOS.NS,Ganesha Ecosphere Limited,Consumer Cyclical,Textile Manufacturing,GANECOS
GANESHBE.NS,Ganesh Benzoplast Limited,Basic Materials,Specialty Chemicals,GANESHBE
GANESHCP.NS,GANESH CONSUMER PRODUCT L,Consumer Defensive,Packaged Foods,GANESHCP
GANESHHOU.NS,Ganesh Housing Limited,Real Estate,Real Estate - Development,GANESHHOU
GANGAFORGE.NS,Ganga Forging Limited,Industrials,Metal Fabrication,GANGAFORGE
GANGESSECU.NS,Ganges Securities Limited,Consumer Defensive,Packaged Foods,GANGESSECU
GARFIBRES.NS,Garware Technical Fibres Limited,Consumer Cyclical,Textile Manufacturing,GARFIBRES
GARUDA.NS,GARUDA CONSTRUCT N ENG L,Industrials,Engineering & Construction,GARUDA
GATECH.NS,GACM Technologies Limited,Financial Services,Asset Management,GATECH
GATECHDVR.NS,GACM Technologies Limited,Financial Services,Asset Management,GATECHDVR
GATEWAY.NS,Gateway Distriparks Limited,Industrials,Integrated Freight & Logistics,GATEWAY
GAUDIUMIVF.NS,GAUDIUM IVF N WOMEN H L,Healthcare,Medical Care Facilities,GAUDIUMIVF
GAYAHWS.NS,Gayatri Highways Limited,Industrials,Infrastructure Operations,GAYAHWS
GAYAPROJ.NS,Gayatri Projects Limited,Industrials,Engineering & Construction,GAYAPROJ
GCSL.NS,Gretex Corporate Services Limited,Financial Services,Capital Markets,GCSL
GEECEE.NS,GeeCee Ventures Limited,Real Estate,Real Estate - Development,GEECEE
GEEKAYWIRE.NS,Geekay Wires Limited,Industrials,Electrical Equipment & Parts,GEEKAYWIRE
GEMAROMA.NS,GEM AROMATICS LIMITED,Basic Materials,Chemicals,GEMAROMA
GENCON.NS,Generic Engineering Construction and Projects Limited,Industrials,Engineering & Construction,GENCON
GENESYS.NS,Genesys International Corporation Limited,Technology,Software - Application,GENESYS
GENSOL.NS,Gensol Engineering Limited,Technology,Solar,GENSOL
GENUSPAPER.NS,Genus Paper & Boards Limited,Basic Materials,Paper & Paper Products,GENUSPAPER
GENUSPOWER.NS,Genus Power Infrastructures Limited,Industrials,Electrical Equipment & Parts,GENUSPOWER
GEOJITFSL.NS,Geojit Financial Services Limited,Financial Services,Capital Markets,GEOJITFSL
GESHIP.NS,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping,GESHIP
GFLLIMITED.NS,GFL Limited,Financial Services,Asset Management,GFLLIMITED
GFSTEELS.NS,Grand Foundry Limited,Basic Materials,Steel,GFSTEELS
GHCL.NS,GHCL Limited,Basic Materials,Chemicals,GHCL
GHCLTEXTIL.NS,GHCL Textiles Limited,Consumer Cyclical,Textile Manufacturing,GHCLTEXTIL
GICHSGFIN.NS,GIC Housing Finance Limited,Financial Services,Mortgage Finance,GICHSGFIN
GICL.NS,GLOBE INTL CARRIERS LTD,Industrials,Integrated Freight & Logistics,GICL
GICRE.NS,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,GICRE
GILLANDERS.NS,Gillanders Arbuthnot and Company Limited,Consumer Defensive,Farm Products,GILLANDERS
GILLETTE.NS,Gillette India Limited,Consumer Defensive,Household & Personal Products,GILLETTE
GINNIFILA.NS,Ginni Filaments Limited,Consumer Cyclical,Textile Manufacturing,GINNIFILA
GIPCL.NS,Gujarat Industries Power Company Limited,Utilities,Utilities - Regulated Electric,GIPCL
GKENERGY.NS,GK ENERGY LIMITED,Utilities,Utilities - Renewable,GKENERGY
GKSL.NS,GUJARAT KIDNEY N SUP SP L,Healthcare,Medical Care Facilities,GKSL
GKWLIMITED.NS,GKW Limited,Industrials,Specialty Business Services,GKWLIMITED
GLAND.NS,Gland Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,GLAND
GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General,GLAXO
GLENMARK.NS,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,GLENMARK
GLFL.NS,Gujarat Lease Financing Limited,Financial Services,Shell Companies,GLFL
GLOBAL.NS,Global Education Limited,Consumer Defensive,Education & Training Services,GLOBAL
GLOBALE.NS,Globale Tessile Limited,Consumer Cyclical,Textile Manufacturing,GLOBALE
GLOBALVECT.NS,Global Vectra Helicorp Limited,Industrials,Airports & Air Services,GLOBALVECT
GLOBE.NS,Globe Enterprises (India) Limited,Consumer Cyclical,Textile Manufacturing,GLOBE
GLOBECIVIL.NS,GLOBE CIVIL PROJECTS LTD,Industrials,Engineering & Construction,GLOBECIVIL
GLOBUSSPR.NS,Globus Spirits Limited,Consumer Defensive,Beverages - Wineries & Distilleries,GLOBUSSPR
GLOSTERLTD.NS,Gloster Limited,Consumer Cyclical,Textile Manufacturing,GLOSTERLTD
GLOTTIS.NS,GLOTTIS LIMITED,Industrials,Integrated Freight & Logistics,GLOTTIS
GMBREW.NS,G.M. Breweries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,GMBREW
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Energy,Thermal Coal,GMDCLTD
GMMPFAUDLR.NS,GMM Pfaudler Limited,Industrials,Specialty Industrial Machinery,GMMPFAUDLR
GMRAIRPORT.NS,GMR Airports Limited,Industrials,Airports & Air Services,GMRAIRPORT
GMRP&UI.NS,GMR Power And Urban Infra Limited,Energy,Thermal Coal,GMRP&UI
GNA.NS,G N A Axles Limited,Consumer Cyclical,Auto Parts,GNA
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,Chemicals,GNFC
GOACARBON.NS,Goa Carbon Limited,Basic Materials,Specialty Chemicals,GOACARBON
GOCLCORP.NS,GOCL Corporation Limited,Basic Materials,Specialty Chemicals,GOCLCORP
GOCOLORS.NS,Go Fashion (India) Limited,Consumer Cyclical,Apparel Retail,GOCOLORS
GODAVARIB.NS,GODAVARI BIOREFINERIES L,Basic Materials,Chemicals,GODAVARIB
GODFRYPHLP.NS,Godfrey Phillips India Limited,Consumer Defensive,Tobacco,GODFRYPHLP
GODIGIT.NS,GO DIGIT GENERAL INS LTD,Financial Services,Insurance - Property & Casualty,GODIGIT
GODREJAGRO.NS,Godrej Agrovet Limited,Consumer Defensive,Packaged Foods,GODREJAGRO
GODREJCP.NS,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,GODREJCP
GODREJIND.NS,Godrej Industries Limited,Industrials,Conglomerates,GODREJIND
GODREJPROP.NS,Godrej Properties Limited,Real Estate,Real Estate - Development,GODREJPROP
GOKEX.NS,Gokaldas Exports Limited,Consumer Cyclical,Apparel Manufacturing,GOKEX
GOKUL.NS,Gokul Refoils & Solvent Limited,Consumer Defensive,Packaged Foods,GOKUL
GOKULAGRO.NS,Gokul Agro Resources Limited,Consumer Defensive,Packaged Foods,GOKULAGRO
GOLDENTOBC.NS,Golden Tobacco Limited,Consumer Defensive,Tobacco,GOLDENTOBC
GOLDIAM.NS,Goldiam International Limited,Consumer Cyclical,Luxury Goods,GOLDIAM
GOLDTECH.NS,AION-TECH Solutions Limited,Technology,Information Technology Services,GOLDTECH
GOODLUCK.NS,Goodluck India Limited,Basic Materials,Steel,GOODLUCK
GOPAL.NS,Gopal Snacks Limited,Consumer Defensive,Packaged Foods,GOPAL
GOYALALUM.NS,Goyal Aluminiums Limited,Basic Materials,Aluminum,GOYALALUM
GPIL.NS,Godawari Power & Ispat Limited,Basic Materials,Steel,GPIL
GPPL.NS,Gujarat Pipavav Port Limited,Industrials,Marine Shipping,GPPL
GPTHEALTH.NS,GPT Healthcare Limited,Healthcare,Medical Care Facilities,GPTHEALTH
GPTINFRA.NS,GPT Infraprojects Limited,Industrials,Engineering & Construction,GPTINFRA
GRANULES.NS,Granules India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,GRANULES
GRAPHITE.NS,Graphite India Limited,Industrials,Electrical Equipment & Parts,GRAPHITE
GRASIM.NS,Grasim Industries Limited,Basic Materials,Building Materials,GRASIM
GRAVITA.NS,Gravita India Limited,Industrials,Metal Fabrication,GRAVITA
GREAVESCOT.NS,Greaves Cotton Limited,Industrials,Specialty Industrial Machinery,GREAVESCOT
GREENLAM.NS,Greenlam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",GREENLAM
GREENPANEL.NS,Greenpanel Industries Limited,Basic Materials,Lumber & Wood Production,GREENPANEL
GREENPLY.NS,Greenply Industries Limited,Basic Materials,Lumber & Wood Production,GREENPLY
GREENPOWER.NS,Orient Green Power Company Limited,Utilities,Utilities - Independent Power Producers,GREENPOWER
GRINDWELL.NS,Grindwell Norton Limited,Industrials,Building Products & Equipment,GRINDWELL
GRINFRA.NS,G R Infraprojects Limited,Industrials,Engineering & Construction,GRINFRA
GRMOVER.NS,GRM Overseas Limited,Consumer Defensive,Packaged Foods,GRMOVER
GROBTEA.NS,The Grob Tea Company Limited,Consumer Defensive,Farm Products,GROBTEA
GROWW.NS,BILLIONBRAINS GARAGE VN L,Financial Services,Capital Markets,GROWW
GRPLTD.NS,GRP Limited,Consumer Cyclical,Auto Parts,GRPLTD
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,Industrials,Aerospace & Defense,GRSE
GRWRHITECH.NS,Garware Hi-Tech Films Limited,Basic Materials,Specialty Chemicals,GRWRHITECH
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,Agricultural Inputs,GSFC
GSLSU.NS,Global Surfaces Limited,Basic Materials,Building Materials,GSLSU
GSPCROP.NS,GSP CROP SCIENCE LIMITED,Basic Materials,Agricultural Inputs,GSPCROP
GSPL.NS,Gujarat State Petronet Limited,,,GSPL
GSS.NS,GSS Infotech Limited,Technology,Information Technology Services,GSS
GTECJAINX.NS,G-Tec Jainx Education Limited,Consumer Defensive,Education & Training Services,GTECJAINX
GTL.NS,GTL Limited,Communication Services,Telecom Services,GTL
GTLINFRA.NS,GTL Infrastructure Limited,Technology,Communication Equipment,GTLINFRA
GTPL.NS,GTPL Hathway Limited,Communication Services,Entertainment,GTPL
GUFICBIO.NS,Gufic Biosciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,GUFICBIO
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,Basic Materials,Chemicals,GUJALKALI
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,Industrials,Specialty Industrial Machinery,GUJAPOLLO
GUJGASLTD.NS,Gujarat Energy Limited,Utilities,Utilities - Regulated Gas,GUJGASLTD
GUJRAFFIA.NS,Gujarat Raffia Industries Limited,,,GUJRAFFIA
GUJTHEM.NS,Gujarat Themis Biosyn Limited,Healthcare,Drug Manufacturers - Specialty & Generic,GUJTHEM
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,Basic Materials,Specialty Chemicals,GULFOILLUB
GULFPETRO.NS,GP Petroleums Limited,Energy,Oil & Gas Refining & Marketing,GULFPETRO
GULPOLY.NS,Gulshan Polyols Limited,Basic Materials,Chemicals,GULPOLY
GVKPIL.NS,GVK Power & Infrastructure Limited,Utilities,Utilities - Independent Power Producers,GVKPIL
GVPIL.NS,GE Power India Limited,Industrials,Engineering & Construction,GVPIL
GVPTECH.NS,GVP Infotech Limited,Technology,Information Technology Services,GVPTECH
GVT&D.NS,GE Vernova T&D India Ltd,Industrials,Specialty Industrial Machinery,GVT&D
HAL.NS,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,HAL
HALDER.NS,Halder Venture Limited,Consumer Defensive,Farm Products,HALDER
HALEOSLABS.NS,Haleos Labs Limited,Healthcare,Biotechnology,HALEOSLABS
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,Technology,Information Technology Services,HAPPSTMNDS
HAPPYFORGE.NS,HAPPY FORGINGS LIMITED,Industrials,Metal Fabrication,HAPPYFORGE
HARDWYN.NS,Hardwyn India Limited,Industrials,Building Products & Equipment,HARDWYN
HARIOMPIPE.NS,Hariom Pipe Industries Limited,Basic Materials,Steel,HARIOMPIPE
HARRMALAYA.NS,Harrisons Malayalam Limited,Consumer Defensive,Farm Products,HARRMALAYA
HARSHA.NS,Harsha Engineers International Limited,Industrials,Tools & Accessories,HARSHA
HATHWAY.NS,Hathway Cable and Datacom Limited,Communication Services,Entertainment,HATHWAY
HATSUN.NS,Hatsun Agro Product Limited,Consumer Defensive,Packaged Foods,HATSUN
HAVELLS.NS,Havells India Limited,Industrials,Electrical Equipment & Parts,HAVELLS
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,Consumer Cyclical,Lodging,HAVISHA
HBLENGINE.NS,HBL ENGINEERING LTD,Industrials,Electrical Equipment & Parts,HBLENGINE
HBSL.NS,HB Stockholdings Limited,Financial Services,Capital Markets,HBSL
HCC.NS,Hindustan Construction Company Limited,Industrials,Engineering & Construction,HCC
HCG.NS,HealthCare Global Enterprises Limited,Healthcare,Medical Care Facilities,HCG
HCL-INSYS.NS,HCL Infosystems Limited,Technology,Electronics & Computer Distribution,HCL-INSYS
HCLTECH.NS,HCL Technologies Limited,Technology,Information Technology Services,HCLTECH
HDBFS.NS,HDB FINANCIAL SERVICES L,Financial Services,Credit Services,HDBFS
HDFCAMC.NS,HDFC Asset Management Company Limited,Financial Services,Asset Management,HDFCAMC
HDFCBANK.NS,HDFC Bank Limited,Financial Services,Banks - Regional,HDFCBANK
HDFCLIFE.NS,HDFC Life Insurance Company Limited,Financial Services,Insurance - Life,HDFCLIFE
HDIL.NS,Housing Development and Infrastructure Limited,Real Estate,Real Estate - Diversified,HDIL
HEADSUP.NS,Heads UP Ventures Limited,Consumer Cyclical,Apparel Retail,HEADSUP
HECPROJECT.NS,HEC Infra Projects Limited,Industrials,Engineering & Construction,HECPROJECT
HEG.NS,HEG Limited,Industrials,Electrical Equipment & Parts,HEG
HEIDELBERG.NS,HeidelbergCement India Limited,Basic Materials,Building Materials,HEIDELBERG
HEMIPROP.NS,Hemisphere Properties India Limited,Real Estate,Real Estate - Diversified,HEMIPROP
HERANBA.NS,Heranba Industries Limited,Basic Materials,Agricultural Inputs,HERANBA
HERITGFOOD.NS,Heritage Foods Limited,Consumer Defensive,Packaged Foods,HERITGFOOD
HEROMOTOCO.NS,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,HEROMOTOCO
HESTERBIO.NS,Hester Biosciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,HESTERBIO
HEXATRADEX.NS,Hexa Tradex Limited,Financial Services,Credit Services,HEXATRADEX
HEXT.NS,Hexaware Technologies Limited,Technology,Information Technology Services,HEXT
HFCL.NS,HFCL Limited,Technology,Communication Equipment,HFCL
HGINFRA.NS,H.G. Infra Engineering Limited,Industrials,Engineering & Construction,HGINFRA
HGM.NS,Handson Global Management (HGM) Limited,Technology,Information Technology Services,HGM
HGS.NS,Hinduja Global Solutions Limited,Industrials,Specialty Business Services,HGS
HIKAL.NS,Hikal Limited,Healthcare,Drug Manufacturers - Specialty & Generic,HIKAL
HILINFRA.NS,HIGHWAY INFRASTRUCTURE L,Industrials,Infrastructure Operations,HILINFRA
HILTON.NS,Hilton Metal Forging Limited,Industrials,Metal Fabrication,HILTON
HIMATSEIDE.NS,Himatsingka Seide Limited,Consumer Cyclical,Textile Manufacturing,HIMATSEIDE
HINDALCO.NS,Hindalco Industries Limited,Basic Materials,Aluminum,HINDALCO
HINDCOMPOS.NS,Hindustan Composites Limited,Consumer Cyclical,Auto Parts,HINDCOMPOS
HINDCON.NS,Hindcon Chemicals Limited,Basic Materials,Specialty Chemicals,HINDCON
HINDCOPPER.NS,Hindustan Copper Limited,Basic Materials,Copper,HINDCOPPER
HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,Energy,Oil & Gas E&P,HINDOILEXP
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,HINDPETRO
HINDUNILVR.NS,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,HINDUNILVR
HINDWAREAP.NS,Hindware Home Innovation Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",HINDWAREAP
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,HINDZINC
HIRECT.NS,Hind Rectifiers Limited,Industrials,Electrical Equipment & Parts,HIRECT
HISARMETAL.NS,Hisar Metal Industries Limited,Basic Materials,Steel,HISARMETAL
HITECH.NS,Hi-Tech Pipes Limited,Basic Materials,Steel,HITECH
HITECHCORP.NS,Hitech Corporation Limited,Consumer Cyclical,Packaging & Containers,HITECHCORP
HITECHGEAR.NS,The Hi-Tech Gears Limited,Consumer Cyclical,Auto Parts,HITECHGEAR
HLEGLAS.NS,HLE Glascoat Limited,Industrials,Specialty Industrial Machinery,HLEGLAS
HLVLTD.NS,HLV Limited,Consumer Cyclical,Lodging,HLVLTD
HMAAGRO.NS,HMA Agro Industries Limited,Consumer Defensive,Packaged Foods,HMAAGRO
HMT.NS,HMT Limited,Industrials,Farm & Heavy Construction Machinery,HMT
HMVL.NS,Hindustan Media Ventures Limited,Communication Services,Publishing,HMVL
HNDFDS.NS,Hindustan Foods Limited,Industrials,Conglomerates,HNDFDS
HOMEFIRST.NS,Home First Finance Company India Limited,Financial Services,Mortgage Finance,HOMEFIRST
HONASA.NS,Honasa Consumer Limited,Consumer Defensive,Household & Personal Products,HONASA
HONAUT.NS,Honeywell Automation India Limited,Industrials,Electrical Equipment & Parts,HONAUT
HONDAPOWER.NS,Honda India Power Products Limited,Industrials,Specialty Industrial Machinery,HONDAPOWER
HPAL.NS,HP Adhesives Limited,Basic Materials,Specialty Chemicals,HPAL
HPIL.NS,Hindprakash Industries Limited,Basic Materials,Specialty Chemicals,HPIL
HPL.NS,HPL Electric & Power Limited,Industrials,Electrical Equipment & Parts,HPL
HSCL.NS,Himadri Speciality Chemical Limited,Basic Materials,Specialty Chemicals,HSCL
HTMEDIA.NS,HT Media Limited,Communication Services,Publishing,HTMEDIA
HUBTOWN.NS,Hubtown Limited,Real Estate,Real Estate - Development,HUBTOWN
HUDCO.NS,Housing and Urban Development Corporation Limited,Financial Services,Credit Services,HUDCO
HUHTAMAKI.NS,Huhtamaki India Limited,Consumer Cyclical,Packaging & Containers,HUHTAMAKI
HYBRIDFIN.NS,Hybrid Financial Services Limited,Financial Services,Capital Markets,HYBRIDFIN
HYUNDAI.NS,HYUNDAI MOTOR INDIA LTD,Consumer Cyclical,Auto Manufacturers,HYUNDAI
IBULLSLTD.NS,INDIABULLS LIMITED,Real Estate,Real Estate - Development,IBULLSLTD
ICDSLTD.NS,ICDS Limited,Real Estate,Real Estate Services,ICDSLTD
ICEMAKE.NS,Ice Make Refrigeration Limited,Industrials,Specialty Industrial Machinery,ICEMAKE
ICICIAMC.NS,ICICI PRUDENTIAL AMC LTD,Financial Services,Asset Management,ICICIAMC
ICICIBANK.NS,ICICI Bank Limited,Financial Services,Banks - Regional,ICICIBANK
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,ICICIGI
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,ICICIPRULI
ICIL.NS,Indo Count Industries Limited,Consumer Cyclical,Textile Manufacturing,ICIL
ICRA.NS,ICRA Limited,Financial Services,Financial Data & Stock Exchanges,ICRA
IDBI.NS,IDBI Bank Limited,Financial Services,Banks - Regional,IDBI
IDEA.NS,Vodafone Idea Limited,Communication Services,Telecom Services,IDEA
IDEAFORGE.NS,ideaForge Technology Limited,Technology,Computer Hardware,IDEAFORGE
IDFCFIRSTB.NS,IDFC First Bank Limited,Financial Services,Banks - Regional,IDFCFIRSTB
IEX.NS,Indian Energy Exchange Limited,Financial Services,Capital Markets,IEX
IFBAGRO.NS,IFB Agro Industries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,IFBAGRO
